"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11365","CSR: Navigate to Repairer Quote and open a random quote","flexiquote-csr","2026-06-10","passed","2026-06-10","","tests/quote.details.csr.spec.ts","",""
"","9557","Vehicle Listing Preview","flexiquote-csr","2026-06-10","passed","2026-06-10","Listing Preview","tests/regression/listingPreview.csr.spec.ts","",""
"","64125","Addition of Extra Quote Item By Insurer","flexiquote-csr","2026-06-10","broken","2026-06-10","ORM Integration","tests/regression/orm.csr.spec.ts","",""
"","8854","Purchase Order Listing Preview","flexiquote-csr","2026-06-10","passed","2026-06-10","Listing Preview","tests/regression/listingPreview.csr.spec.ts","",""
"","64314","Specific Debtor List Listing Preview","flexiquote-csr","2026-06-10","broken","2026-06-10","Listing Preview","tests/regression/specificRecordPreview.csr.spec.ts","",""
"","9670","Vendor Listing Preview","flexiquote-csr","2026-06-10","passed","2026-06-10","Listing Preview","tests/regression/listingPreview.csr.spec.ts","",""
"","7803","Load Authority","flexiquote-csr","2026-06-10","failed","2026-06-10","ORM Integration","tests/regression/orm.csr.spec.ts","",""
"","8858","Sundry Creditor Listing Preview","flexiquote-csr","2026-06-10","passed","2026-06-10","Listing Preview","tests/regression/listingPreview.csr.spec.ts","",""
"","8601","Outstanding Parts Listing Preview","flexiquote-csr","2026-06-10","passed","2026-06-10","Listing Preview","tests/regression/listingPreview.csr.spec.ts","",""
"","8820","Return Parts Listing Preview","flexiquote-csr","2026-06-10","passed","2026-06-10","Listing Preview","tests/regression/listingPreview.csr.spec.ts","",""
"","8350","Recurring Remarks Listing Preview","flexiquote-csr","2026-06-10","passed","2026-06-10","Listing Preview","tests/regression/listingPreview.csr.spec.ts","",""
